Time,Air Temperature (full resolution)
1641207000000,8.65
1641207600000,8.61
1641208200000,8.71
1641208800000,8.79
1641209400000,8.85
1641210000000,8.9
1641210600000,8.96
1641211200000,9.05
1641211800000,9.07
1641212400000,8.94
1641213000000,8.78
1641213600000,8.73
1641214200000,8.76
1641214800000,8.67
1641215400000,8.68
1641216000000,8.8
1641216600000,8.78
1641217200000,8.74
1641217800000,8.76
1641218400000,8.57
1641219000000,8.23
1641219600000,8.1
1641220200000,8.18
1641220800000,8.3
1641221400000,8.46
1641222000000,8.47
1641222600000,8.45
1641223200000,8.47
1641223800000,8.5
1641224400000,8.37
1641225000000,8.24
1641225600000,8.33
1641226200000,8.39
1641226800000,8.4
1641227400000,8.27
1641228000000,7.925
1641228600000,7.907
1641229200000,7.953
1641229800000,7.882
1641230400000,7.838
1641231000000,7.93
1641231600000,8.1
1641232200000,8.19
1641232800000,8.22
1641233400000,8.18
1641234000000,8.21
1641234600000,8.19
1641235200000,8.15
1641235800000,8.14
1641236400000,8.06
1641237000000,7.958
1641237600000,7.883
1641238200000,7.74
1641238800000,7.593
1641239400000,7.588
1641240000000,7.55
1641240600000,7.498
1641241200000,7.441
1641241800000,7.394
1641242400000,7.318
1641243000000,7.213
1641243600000,7.075
1641244200000,6.876
1641244800000,6.734
1641245400000,6.615
1641246000000,6.62
1641246600000,6.602
1641247200000,6.446
1641247800000,5.65
1641248400000,4.864
1641249000000,4.254
1641249600000,3.828
1641250200000,3.573
1641250800000,3.577
1641251400000,3.303
1641252000000,3.105
1641252600000,3.016
1641253200000,2.855
1641253800000,2.656
1641254400000,2.487
1641255000000,2.236
1641255600000,2.274
1641256200000,2.228
1641256800000,2.29
1641257400000,2.276
1641258000000,2.3
1641258600000,2.291
1641259200000,2.276
1641259800000,2.276
1641260400000,2.162
1641261000000,2.034
1641261600000,1.939
1641262200000,1.801
1641262800000,1.684
1641263400000,1.642
1641264000000,1.578
1641264600000,1.492
1641265200000,1.381
1641265800000,1.211
1641266400000,1.074
1641267000000,0.912
1641267600000,0.751
1641268200000,0.542
1641268800000,0.633
1641269400000,0.482
1641270000000,0.473
1641270600000,0.325
1641271200000,0.056
1641271800000,-0.074
1641272400000,-0.11
1641273000000,-0.185
1641273600000,-0.365
1641274200000,-0.495
1641274800000,-0.613
1641275400000,-0.891
1641276000000,-0.813
1641276600000,-0.846
1641277200000,-0.823
1641277800000,-0.694
1641278400000,-0.399
1641279000000,-0.48
1641279600000,-0.484
1641280200000,-0.689
1641280800000,-0.768
1641281400000,-0.924
1641282000000,-0.792
1641282600000,-1.071
1641283200000,-1.141
1641283800000,-1.161
1641284400000,-1.308
1641285000000,-0.971
1641285600000,-1.037
1641286200000,-0.773
1641286800000,-0.798
1641287400000,-0.29
1641288000000,0.045
1641288600000,0.179
1641289200000,0.856
1641289800000,1.04
1641290400000,1.461
1641291000000,1.79
1641291600000,1.506
1641292200000,1.195
1641292800000,1.068
1641293400000,1.1
1641294000000,1.284
1641294600000,1.508
1641295200000,1.725
1641295800000,1.872
1641296400000,2.015
1641297000000,2.333
1641297600000,2.573
1641298200000,2.805
1641298800000,3.08
1641299400000,3.242
1641300000000,3.444
1641300600000,3.546
1641301200000,3.677
1641301800000,3.782
1641302400000,3.891
1641303000000,3.914
1641303600000,3.843
1641304200000,3.767
1641304800000,3.691
1641305400000,3.716
1641306000000,3.748
1641306600000,3.654
1641307200000,3.701
1641307800000,3.667
1641308400000,3.62
1641309000000,3.43
1641309600000,3.249
1641310200000,3.027
1641310800000,2.933
1641311400000,2.921
1641312000000,2.797
1641312600000,2.703
1641313200000,2.599
1641313800000,2.594
1641314400000,2.637
1641315000000,2.609
1641315600000,2.575
1641316200000,2.585
1641316800000,2.6
1641317400000,2.507
1641318000000,2.257
1641318600000,2.264
1641319200000,2.181
1641319800000,2.269
1641320400000,2.499
1641321000000,2.632
1641321600000,2.566
1641322200000,2.508
1641322800000,2.47
1641323400000,2.409
1641324000000,2.365
1641324600000,2.057
1641325200000,2.095
1641325800000,2.157
1641326400000,2.086
1641327000000,2.191
1641327600000,2.209
1641328200000,2.024
1641328800000,2.215
1641329400000,2.352
1641330000000,2.095
1641330600000,1.939
1641331200000,1.806
1641331800000,1.905
1641332400000,2.062
1641333000000,1.957
1641333600000,2.063
1641334200000,2.181
1641334800000,2.086
1641335400000,2.034
1641336000000,2.048
1641336600000,2.252
1641337200000,2.424
1641337800000,2.361
1641338400000,2.542
1641339000000,2.556
1641339600000,2.775
1641340200000,3.065
1641340800000,3.035
1641341400000,3.278
1641342000000,3.287
1641342600000,3.278
1641343200000,3.347
1641343800000,3.384
1641344400000,3.43
1641345000000,3.483
1641345600000,3.53
1641346200000,3.582
1641346800000,3.601
1641347400000,3.611
1641348000000,3.715
1641348600000,3.644
1641349200000,3.621
1641349800000,3.625
1641350400000,3.629
1641351000000,3.525
1641351600000,3.473
1641352200000,3.434
1641352800000,3.459
1641353400000,3.53
1641354000000,3.601
1641354600000,3.535
1641355200000,3.582
1641355800000,3.387
1641356400000,3.321
1641357000000,3.273
1641357600000,3.202
1641358200000,3.24
1641358800000,3.226
1641359400000,3.093
1641360000000,2.974
1641360600000,3.026
1641361200000,2.817
1641361800000,2.727
1641362400000,2.605
1641363000000,2.63
1641363600000,2.635
1641364200000,2.814
1641364800000,2.669
1641365400000,2.622
1641366000000,2.456
1641366600000,2.304
1641367200000,2.2
1641367800000,2.262
1641368400000,2.247
1641369000000,2.157
1641369600000,1.99
1641370200000,1.877
1641370800000,1.734
1641371400000,1.682
1641372000000,1.734
1641372600000,1.696
1641373200000,1.687
1641373800000,1.796
1641374400000,1.91
1641375000000,2.053
1641375600000,2.314
1641376200000,2.575
1641376800000,2.78
1641377400000,2.916
1641378000000,2.933
1641378600000,3.01
1641379200000,3.198
1641379800000,3.245
1641380400000,3.385
1641381000000,3.475
1641381600000,3.694
1641382200000,3.83
1641382800000,4
1641383400000,4.199
1641384000000,4.295
1641384600000,4.509
1641385200000,4.551
1641385800000,4.598
1641386400000,4.669
1641387000000,4.893
1641387600000,5.087
1641388200000,5.196
1641388800000,5.125
1641389400000,5.272
1641390000000,5.399
1641390600000,5.482
1641391200000,5.401
1641391800000,5.201
1641392400000,5.149
1641393000000,5.204
1641393600000,5.125
1641394200000,4.938
1641394800000,4.744
1641395400000,4.679
1641396000000,4.66
1641396600000,4.693
1641397200000,4.289
1641397800000,3.876
1641398400000,3.396
1641399000000,3.123
1641399600000,2.929
1641400200000,2.675
1641400800000,2.54
1641401400000,2.097
1641402000000,1.725
1641402600000,1.505
1641403200000,0.715
1641403800000,0.934
1641404400000,0.773
1641405000000,0.276
1641405600000,0.591
1641406200000,0.362
1641406800000,-0.04
1641407400000,0.08
1641408000000,0.237
1641408600000,-0.055
1641409200000,-0.281
1641409800000,0.021
1641410400000,0.363
1641411000000,0.431
1641411600000,0.543
1641412200000,0.514
1641412800000,0.159
1641413400000,0.373
1641414000000,0.329
1641414600000,-0.311
1641415200000,-0.368
1641415800000,-0.358
1641416400000,-0.211
1641417000000,0.143
1641417600000,0.732
1641418200000,0.944
1641418800000,0.583
1641419400000,-0.077
1641420000000,-0.296
1641420600000,-0.31
1641421200000,-0.239
1641421800000,-0.162
1641422400000,-0.534
1641423000000,-0.594
1641423600000,-0.881
1641424200000,-1.307
1641424800000,-1.649
1641425400000,-1.663
1641426000000,-1.38
1641426600000,-1.673
1641427200000,-1.901
1641427800000,-1.398
1641428400000,-1.313
1641429000000,-1.232
1641429600000,-0.717
1641430200000,0.095
1641430800000,0.121
1641431400000,0.432
1641432000000,0.507
1641432600000,0.601
1641433200000,0.553
1641433800000,0.547
1641434400000,0.721
1641435000000,0.959
1641435600000,1.044
1641436200000,1.161
1641436800000,1.303
1641437400000,1.227
1641438000000,1.384
1641438600000,1.578
1641439200000,1.706
1641439800000,1.763
1641440400000,1.901
1641441000000,2.058
1641441600000,2.352
1641442200000,2.305
1641442800000,2.399
1641443400000,2.419
1641444000000,2.485
1641444600000,2.496
1641445200000,2.512
1641445800000,2.575
1641446400000,2.546
1641447000000,2.496
1641447600000,2.514
1641448200000,2.414
1641448800000,2.562
1641449400000,2.604
1641450000000,2.423
1641450600000,2.281
1641451200000,2.361
1641451800000,2.376
1641452400000,2.648
1641453000000,2.509
1641453600000,2.48
1641454200000,2.371
1641454800000,2.357
1641455400000,2.538
1641456000000,2.519
1641456600000,2.581
1641457200000,2.756
1641457800000,2.946
1641458400000,3.046
1641459000000,2.917
1641459600000,2.841
1641460200000,2.998
1641460800000,3.055
1641461400000,3.074
1641462000000,3.103
1641462600000,3.273
1641463200000,3.226
1641463800000,3.221
1641464400000,3.221
1641465000000,2.931
1641465600000,2.636
1641466200000,2.156
1641466800000,1.606
1641467400000,1.317
1641468000000,1.21
1641468600000,1.112
1641469200000,1.325
1641469800000,1.487
1641470400000,1.625
1641471000000,1.744
1641471600000,1.82
1641472200000,2.01
1641472800000,2.138
1641473400000,2.195
1641474000000,2.323
1641474600000,2.289
1641475200000,2.338
1641475800000,2.424
1641476400000,2.584
1641477000000,2.776
1641477600000,2.856
1641478200000,2.946
1641478800000,3.031
1641479400000,3.122
1641480000000,3.231
1641480600000,3.601
1641481200000,3.639
1641481800000,3.62
1641482400000,3.658
1641483000000,3.734
1641483600000,3.848
1641484200000,4.009
1641484800000,4.089
1641485400000,4.058
1641486000000,4.197
1641486600000,4.232
1641487200000,4.324
1641487800000,4.318
1641488400000,4.266
1641489000000,4.328
1641489600000,4.646
1641490200000,4.983
1641490800000,5.012
1641491400000,5.092
1641492000000,5.235
1641492600000,5.263
1641493200000,5.487
1641493800000,5.491
1641494400000,5.524
1641495000000,5.691
1641495600000,5.638
1641496200000,5.842
1641496800000,5.841
1641497400000,5.792
1641498000000,5.756
1641498600000,5.566
1641499200000,5.686
1641499800000,5.224
1641500400000,5.116
1641501000000,5.273
1641501600000,5.352
1641502200000,5.019
1641502800000,4.923
1641503400000,5.23
1641504000000,5.078
1641504600000,4.976
1641505200000,4.862
1641505800000,4.669
1641506400000,4.698
1641507000000,4.902
1641507600000,4.978
1641508200000,5.03
1641508800000,4.079
1641509400000,3.259
1641510000000,2.855
1641510600000,2.732
1641511200000,2.802
1641511800000,3.089
1641512400000,3.724
1641513000000,3.876
1641513600000,3.933
1641514200000,3.972
1641514800000,4.119
1641515400000,4.228
1641516000000,3.999
1641516600000,3.936
1641517200000,3.858
1641517800000,4.161
1641518400000,4.149
1641519000000,3.443
1641519600000,3.782
1641520200000,4.037
1641520800000,3.93
1641521400000,3.506
1641522000000,3.915
1641522600000,3.986
1641523200000,4.019
1641523800000,4.175
1641524400000,4.142
1641525000000,4.113
1641525600000,4.133
1641526200000,4.156
1641526800000,4.201
1641527400000,4.09
1641528000000,4.009
1641528600000,3.875
1641529200000,3.924
1641529800000,3.743
1641530400000,3.76
1641531000000,3.793
1641531600000,3.756
1641532200000,3.105
1641532800000,3.245
1641533400000,3.221
1641534000000,3.282
1641534600000,2.057
1641535200000,1.859
1641535800000,2.534
1641536400000,3.032
1641537000000,3.088
1641537600000,3.083
1641538200000,3.046
1641538800000,3.245
1641539400000,3.297
1641540000000,3.359
1641540600000,3.354
1641541200000,3.235
1641541800000,3.278
1641542400000,3.25
1641543000000,3.373
1641543600000,3.506
1641544200000,3.483
1641544800000,3.43
1641545400000,3.254
1641546000000,3.169
1641546600000,3.431
1641547200000,3.473
1641547800000,3.425
1641548400000,3.402
1641549000000,3.445
1641549600000,3.468
1641550200000,3.606
1641550800000,3.658
1641551400000,3.848
1641552000000,3.767
1641552600000,3.663
1641553200000,3.586
1641553800000,3.786
1641554400000,4.256
1641555000000,4.162
1641555600000,3.775
1641556200000,3.78
1641556800000,4.145
1641557400000,4.375
1641558000000,4.2
1641558600000,4.375
1641559200000,4.265
1641559800000,4.057
1641560400000,4.128
1641561000000,4.566
1641561600000,4.979
1641562200000,5.153
1641562800000,4.985
1641563400000,4.704
1641564000000,4.523
1641564600000,4.376
1641565200000,4.545
1641565800000,4.837
1641566400000,4.986
1641567000000,4.808
1641567600000,4.874
1641568200000,4.778
1641568800000,4.545
1641569400000,4.428
1641570000000,4.456
1641570600000,4.505
1641571200000,4.366
1641571800000,4.219
1641572400000,4.164
1641573000000,4.075
1641573600000,3.69
1641574200000,3.231
1641574800000,3.084
1641575400000,3.255
1641576000000,2.905
1641576600000,2.734
1641577200000,2.603
1641577800000,2.708
1641578400000,2.47
1641579000000,2.481
1641579600000,2.494
1641580200000,2.128
1641580800000,1.82
1641581400000,1.702
1641582000000,1.731
1641582600000,1.791
1641583200000,1.577
1641583800000,1.696
1641584400000,1.663
1641585000000,1.487
1641585600000,1.444
1641586200000,1.254
1641586800000,1.259
1641587400000,1.231
1641588000000,1.459
1641588600000,1.878
1641589200000,2.271
1641589800000,2.466
1641590400000,2.48
1641591000000,2.566
1641591600000,2.718
1641592200000,2.665
1641592800000,2.584
1641593400000,2.498
1641594000000,2.361
1641594600000,2.279
1641595200000,2.168
1641595800000,1.922
1641596400000,1.795
1641597000000,1.768
1641597600000,1.796
1641598200000,1.82
1641598800000,2.025
1641599400000,2.19
1641600000000,2.238
1641600600000,2.623
1641601200000,2.839
1641601800000,2.835
1641602400000,2.901
1641603000000,2.973
1641603600000,3.108
1641604200000,3.193
1641604800000,3.259
1641605400000,3.207
1641606000000,3.34
1641606600000,3.349
1641607200000,3.464
1641607800000,3.425
1641608400000,3.454
1641609000000,3.492
1641609600000,3.506
1641610200000,3.33
1641610800000,3.174
1641611400000,3.188
1641612000000,3.174
1641612600000,3.245
1641613200000,3.326
1641613800000,3.407
1641614400000,3.625
1641615000000,3.663
1641615600000,3.786
1641616200000,3.748
1641616800000,3.649
1641617400000,3.791
1641618000000,3.903
1641618600000,4.122
1641619200000,4.14
1641619800000,4.21
1641620400000,4.265
1641621000000,4.37
1641621600000,4.534
1641622200000,4.76
1641622800000,4.969
1641623400000,5.183
1641624000000,5.344
1641624600000,5.33
1641625200000,5.529
1641625800000,5.547
1641626400000,5.464
1641627000000,5.369
1641627600000,5.249
1641628200000,5.257
1641628800000,5.357
1641629400000,5.563
1641630000000,5.792
1641630600000,5.71
1641631200000,5.79
1641631800000,5.909
1641632400000,6.06
1641633000000,6.099
1641633600000,6.208
1641634200000,6.269
1641634800000,6.355
1641635400000,6.402
1641636000000,6.592
1641636600000,6.797
1641637200000,7.228
1641637800000,6.991
1641638400000,6.838
1641639000000,6.894
1641639600000,7.046
1641640200000,6.996
1641640800000,6.844
1641641400000,6.793
1641642000000,6.78
1641642600000,6.609
1641643200000,6.335
1641643800000,6.231
1641644400000,6.326
1641645000000,6.284
1641645600000,6.322
1641646200000,6.426
1641646800000,6.54
1641647400000,6.521
1641648000000,6.515
1641648600000,6.448
1641649200000,6.767
1641649800000,7.15
1641650400000,7.271
1641651000000,7.238
1641651600000,7.181
1641652200000,7.118
1641652800000,6.843
1641653400000,6.81
1641654000000,6.776
1641654600000,6.534
1641655200000,6.302
1641655800000,6.169
1641656400000,6.025
1641657000000,5.814
1641657600000,5.769
1641658200000,5.794
1641658800000,5.846
1641659400000,5.851
1641660000000,5.804
1641660600000,5.381
1641661200000,5.172
1641661800000,5.068
1641662400000,5.182
1641663000000,5.307
1641663600000,5.403
1641664200000,5.459
1641664800000,5.255
1641665400000,5.196
1641666000000,5.116
1641666600000,5.043
1641667200000,5.154
1641667800000,5.184
1641668400000,5.151
1641669000000,5.109
1641669600000,5.166
1641670200000,5.128
1641670800000,5.122
1641671400000,5.104
1641672000000,5.14
1641672600000,5.169
1641673200000,5.238
1641673800000,5.185
1641674400000,5.136
1641675000000,4.969
1641675600000,4.905
1641676200000,5.014
1641676800000,5.013
1641677400000,4.928
1641678000000,4.895
1641678600000,4.839
1641679200000,4.396
1641679800000,4.477
1641680400000,4.614
1641681000000,4.626
1641681600000,4.584
1641682200000,4.541
1641682800000,4.551
1641683400000,4.532
1641684000000,4.698
1641684600000,4.712
1641685200000,4.717
1641685800000,4.846
1641686400000,4.906
1641687000000,4.783
1641687600000,4.83
1641688200000,4.897
1641688800000,4.887
1641689400000,4.92
1641690000000,4.867
1641690600000,4.768
1641691200000,4.823
1641691800000,4.709
1641692400000,4.516
1641693000000,4.474
1641693600000,4.551
1641694200000,4.722
1641694800000,4.798
1641695400000,4.821
1641696000000,4.817
1641696600000,4.826
1641697200000,4.73
1641697800000,4.65
1641698400000,4.712
1641699000000,4.879
1641699600000,4.935
1641700200000,4.888
1641700800000,4.763
1641701400000,4.663
1641702000000,4.626
1641702600000,4.746
1641703200000,4.703
1641703800000,4.627
1641704400000,4.66
1641705000000,4.56
1641705600000,4.551
1641706200000,4.574
1641706800000,4.422
1641707400000,4.323
1641708000000,4.19
1641708600000,4.204
1641709200000,4.2
1641709800000,4.328
1641710400000,4.371
1641711000000,4.547
1641711600000,4.557
1641712200000,4.47
1641712800000,4.328
1641713400000,4.361
1641714000000,4.234
1641714600000,4.191
1641715200000,4.278
1641715800000,4.388
1641716400000,4.561
1641717000000,4.896
1641717600000,4.889
1641718200000,4.926
1641718800000,5.064
1641719400000,5.249
1641720000000,5.254
1641720600000,5.272
1641721200000,5.215
1641721800000,5.235
1641722400000,5.362
1641723000000,5.501
1641723600000,5.541
1641724200000,5.632
1641724800000,5.72
1641725400000,5.847
1641726000000,5.899
1641726600000,5.804
1641727200000,6.009
1641727800000,6.141
1641728400000,6.112
1641729000000,6.08
1641729600000,6.227
1641730200000,6.498
1641730800000,6.773
1641731400000,6.742
1641732000000,6.484
1641732600000,6.47
