Time,Air Temperature (full resolution)
1662518400000,14
1662519000000,13.88
1662519600000,13.69
1662520200000,13.62
1662520800000,13.69
1662521400000,13.93
1662522000000,14.11
1662522600000,14.23
1662523200000,14.21
1662523800000,14.02
1662524400000,13.94
1662525000000,13.93
1662525600000,14
1662526200000,14.1
1662526800000,14.25
1662527400000,14.32
1662528000000,14.12
1662528600000,14.18
1662529200000,14.26
1662529800000,14.32
1662530400000,14.22
1662531000000,14.18
1662531600000,14.06
1662532200000,13.95
1662532800000,14.04
1662533400000,14.31
1662534000000,14.59
1662534600000,14.58
1662535200000,14.69
1662535800000,14.96
1662536400000,15.24
1662537000000,15.28
1662537600000,15.36
1662538200000,15.42
1662538800000,15.56
1662539400000,15.76
1662540000000,16.03
1662540600000,16.75
1662541200000,17.06
1662541800000,17.2
1662542400000,17.31
1662543000000,17.66
1662543600000,17.94
1662544200000,18.15
1662544800000,18.4
1662545400000,18.52
1662546000000,18.63
1662546600000,18.36
1662547200000,18.95
1662547800000,19.27
1662548400000,18.67
1662549000000,19.3
1662549600000,19.55
1662550200000,19.22
1662550800000,19.4
1662551400000,19.11
1662552000000,19.03
1662552600000,19.93
1662553200000,19.44
1662553800000,20.22
1662554400000,20.09
1662555000000,20.28
1662555600000,20.02
1662556200000,20.07
1662556800000,20.55
1662557400000,20.17
1662558000000,20.09
1662558600000,20.91
1662559200000,21.59
1662559800000,20.92
1662560400000,21.11
1662561000000,20.75
1662561600000,20.93
1662562200000,20.63
1662562800000,20.48
1662563400000,20.28
1662564000000,19.54
1662564600000,19.39
1662565200000,19.37
1662565800000,19.33
1662566400000,19.25
1662567000000,19.02
1662567600000,18.12
1662568200000,17.04
1662568800000,16.96
1662569400000,16.41
1662570000000,15.52
1662570600000,15.05
1662571200000,14.92
1662571800000,15.16
1662572400000,14.77
1662573000000,14.04
1662573600000,13.67
1662574200000,13.4
1662574800000,13.26
1662575400000,13.22
1662576000000,13.27
1662576600000,13.44
1662577200000,13.53
1662577800000,13.77
1662578400000,14.12
1662579000000,14.24
1662579600000,14.53
1662580200000,14.86
1662580800000,14.94
1662581400000,15.03
1662582000000,14.93
1662582600000,14.85
1662583200000,14.94
1662583800000,15.07
1662584400000,14.94
1662585000000,14.76
1662585600000,14.72
1662586200000,14.8
1662586800000,14.92
1662587400000,15.07
1662588000000,15.12
1662588600000,14.99
1662589200000,14.63
1662589800000,14.72
1662590400000,14.86
1662591000000,14.74
1662591600000,14.55
1662592200000,14.57
1662592800000,14.64
1662593400000,14.64
1662594000000,14.58
1662594600000,14.47
1662595200000,14.42
1662595800000,14.31
1662596400000,14.38
1662597000000,14.41
1662597600000,14.32
1662598200000,14.42
1662598800000,14.37
1662599400000,14.32
1662600000000,14.22
1662600600000,14.36
1662601200000,14.41
1662601800000,14.33
1662602400000,14.34
1662603000000,14.32
1662603600000,14.21
1662604200000,14.27
1662604800000,14.55
1662605400000,14.53
1662606000000,14.48
1662606600000,14.47
1662607200000,14.59
1662607800000,14.6
1662608400000,14.54
1662609000000,14.56
1662609600000,14.75
1662610200000,14.7
1662610800000,14.6
1662611400000,14.75
1662612000000,14.87
1662612600000,14.76
1662613200000,14.46
1662613800000,14.33
1662614400000,14.19
1662615000000,14.1
1662615600000,14.14
1662616200000,14.12
1662616800000,14.15
1662617400000,14.28
1662618000000,14.31
1662618600000,14.27
1662619200000,14.24
1662619800000,14.27
1662620400000,14.38
1662621000000,14.37
1662621600000,14.44
1662622200000,14.56
1662622800000,14.75
1662623400000,14.78
1662624000000,14.87
1662624600000,14.89
1662625200000,14.96
1662625800000,15.15
1662626400000,15.18
1662627000000,15.06
1662627600000,15.02
1662628200000,14.92
1662628800000,14.89
1662629400000,14.85
1662630000000,14.92
1662630600000,14.98
1662631200000,15.11
1662631800000,15.4
1662632400000,15.27
1662633000000,15.08
1662633600000,15.05
1662634200000,15.01
1662634800000,14.98
1662635400000,15.04
1662636000000,15.08
1662636600000,15.23
1662637200000,15.46
1662637800000,15.73
1662638400000,16.04
1662639000000,16.24
1662639600000,16.23
1662640200000,16.28
1662640800000,16.38
1662641400000,16.37
1662642000000,16.21
1662642600000,16.02
1662643200000,15.78
1662643800000,15.83
1662644400000,15.95
1662645000000,16.06
1662645600000,16
1662646200000,16.04
1662646800000,16.02
1662647400000,16.01
1662648000000,16.05
1662648600000,16.08
1662649200000,16.17
1662649800000,16.21
1662650400000,16.32
1662651000000,16.4
1662651600000,16.76
1662652200000,17.18
1662652800000,17.1
1662653400000,16.87
1662654000000,16.72
1662654600000,16.85
1662655200000,16.91
1662655800000,17
1662656400000,17.01
1662657000000,16.73
1662657600000,16.58
1662658200000,16.52
1662658800000,16.54
1662659400000,16.51
1662660000000,16.22
1662660600000,15.82
1662661200000,15.55
1662661800000,15.41
1662662400000,15.4
1662663000000,15.29
1662663600000,15.59
1662664200000,15.43
1662664800000,14.94
1662665400000,15.09
1662666000000,15.11
1662666600000,14.99
1662667200000,14.96
1662667800000,14.72
1662668400000,14.52
1662669000000,14.3
1662669600000,14.15
1662670200000,14.13
1662670800000,14.3
1662671400000,14.2
1662672000000,13.91
1662672600000,13.79
1662673200000,13.79
1662673800000,14.48
1662674400000,14.74
1662675000000,14.7
1662675600000,14.35
1662676200000,13.67
1662676800000,13.53
1662677400000,13.68
1662678000000,14.21
1662678600000,14.11
1662679200000,13.8
1662679800000,13.58
1662680400000,13.41
1662681000000,13.76
1662681600000,13.87
1662682200000,13.38
1662682800000,13.7
1662683400000,13.35
1662684000000,13.4
1662684600000,13.65
1662685200000,13.66
1662685800000,13.67
1662686400000,13.87
1662687000000,13.92
1662687600000,13.78
1662688200000,13.42
1662688800000,13.56
1662689400000,13.66
1662690000000,13.51
1662690600000,13.19
1662691200000,13.04
1662691800000,13.04
1662692400000,13.55
1662693000000,13.57
1662693600000,13.4
1662694200000,13.29
1662694800000,13.12
1662695400000,13.11
1662696000000,12.83
1662696600000,12.63
1662697200000,12.53
1662697800000,12.59
1662698400000,12.5
1662699000000,12.55
1662699600000,13
1662700200000,13
1662700800000,12.98
1662701400000,13.05
1662702000000,13.07
1662702600000,12.95
1662703200000,12.93
1662703800000,13.19
1662704400000,13.54
1662705000000,13.98
1662705600000,14.25
1662706200000,14.14
1662706800000,14.19
1662707400000,14.34
1662708000000,14.55
1662708600000,14.65
1662709200000,14.71
1662709800000,14.88
1662710400000,14.99
1662711000000,15.25
1662711600000,15.39
1662712200000,15.46
1662712800000,15.55
1662713400000,15.6
1662714000000,15.6
1662714600000,15.65
1662715200000,15.6
1662715800000,15.7
1662716400000,15.8
1662717000000,15.89
1662717600000,16.21
1662718200000,16.42
1662718800000,16.62
1662719400000,16.81
1662720000000,17.07
1662720600000,17.44
1662721200000,17.72
1662721800000,17.84
1662722400000,17.68
1662723000000,17.86
1662723600000,18.25
1662724200000,18.17
1662724800000,18.37
1662725400000,19.23
1662726000000,19.56
1662726600000,19.98
1662727200000,18.71
1662727800000,18.05
1662728400000,18.07
1662729000000,18.62
1662729600000,19.71
1662730200000,19.9
1662730800000,19.03
1662731400000,17.52
1662732000000,16.92
1662732600000,17.29
1662733200000,17.59
1662733800000,17.79
1662734400000,17.98
1662735000000,18.13
1662735600000,18.53
1662736200000,18.03
1662736800000,17.26
1662737400000,17.16
1662738000000,16.42
1662738600000,15.78
1662739200000,15.5
1662739800000,15.41
1662740400000,15.44
1662741000000,15.53
1662741600000,15.57
1662742200000,15.61
1662742800000,15.66
1662743400000,15.66
1662744000000,15.7
1662744600000,15.7
1662745200000,15.69
1662745800000,15.6
1662746400000,15.55
1662747000000,15.36
1662747600000,15.2
1662748200000,15.13
1662748800000,15.05
1662749400000,14.99
1662750000000,15
1662750600000,14.93
1662751200000,14.81
1662751800000,14.8
1662752400000,14.91
1662753000000,14.88
1662753600000,14.87
1662754200000,14.81
1662754800000,14.78
1662755400000,14.85
1662756000000,14.86
1662756600000,14.87
1662757200000,14.86
1662757800000,14.8
1662758400000,14.71
1662759000000,14.54
1662759600000,14.5
1662760200000,14.37
1662760800000,14.32
1662761400000,14.33
1662762000000,14.41
1662762600000,14.64
1662763200000,14.7
1662763800000,14.76
1662764400000,14.81
1662765000000,14.73
1662765600000,14.67
1662766200000,14.68
1662766800000,14.69
1662767400000,14.65
1662768000000,14.58
1662768600000,14.61
1662769200000,14.61
1662769800000,14.62
1662770400000,14.6
1662771000000,14.5
1662771600000,14.44
1662772200000,14.51
1662772800000,14.52
1662773400000,14.44
1662774000000,14.44
1662774600000,14.31
1662775200000,14.31
1662775800000,14.3
1662776400000,14.25
1662777000000,14.25
1662777600000,14.26
1662778200000,14.33
1662778800000,14.23
1662779400000,14.14
1662780000000,14.24
1662780600000,14.22
1662781200000,14.16
1662781800000,14.22
1662782400000,14.18
1662783000000,14.14
1662783600000,14.16
1662784200000,14.14
1662784800000,14.15
1662785400000,14.13
1662786000000,14
1662786600000,13.87
1662787200000,13.77
1662787800000,13.85
1662788400000,13.85
1662789000000,13.81
1662789600000,13.74
1662790200000,13.7
1662790800000,13.73
1662791400000,13.84
1662792000000,13.9
1662792600000,14.06
1662793200000,14.04
1662793800000,14.07
1662794400000,14.15
1662795000000,14.27
1662795600000,14.31
1662796200000,14.43
1662796800000,14.51
1662797400000,14.7
1662798000000,14.9
1662798600000,15.18
1662799200000,15.41
1662799800000,15.74
1662800400000,16.12
1662801000000,16.78
1662801600000,17.04
1662802200000,16.76
1662802800000,16.5
1662803400000,17.27
1662804000000,17.17
1662804600000,16.58
1662805200000,16.83
1662805800000,17.25
1662806400000,17.33
1662807000000,16.89
1662807600000,17.74
1662808200000,18.39
1662808800000,18.28
1662809400000,18.17
1662810000000,18.36
1662810600000,18.05
1662811200000,18.41
1662811800000,18.78
1662812400000,18.7
1662813000000,18.74
1662813600000,17.9
1662814200000,17.83
1662814800000,17.93
1662815400000,18.66
1662816000000,19.02
1662816600000,18.97
1662817200000,18.79
1662817800000,18.22
1662818400000,18.07
1662819000000,17.86
1662819600000,17.81
1662820200000,17.95
1662820800000,18.05
1662821400000,17.94
1662822000000,17.74
1662822600000,17.81
1662823200000,17.94
1662823800000,17.96
1662824400000,18.4
1662825000000,18.73
1662825600000,19.01
1662826200000,18.44
1662826800000,18.35
1662827400000,18.39
1662828000000,18.49
1662828600000,18.4
1662829200000,17.66
1662829800000,17.14
1662830400000,16.94
1662831000000,16.77
1662831600000,16.71
1662832200000,16.8
1662832800000,16.71
1662833400000,16.56
1662834000000,16.32
1662834600000,16.05
1662835200000,15.7
1662835800000,15.41
1662836400000,15.16
1662837000000,14.87
1662837600000,14.59
1662838200000,14.74
1662838800000,14.64
1662839400000,14.55
1662840000000,14.57
1662840600000,14.54
1662841200000,14.58
1662841800000,14.37
1662842400000,14.4
1662843000000,14.33
1662843600000,14.22
1662844200000,13.95
1662844800000,13.62
1662845400000,13.54
1662846000000,13.44
1662846600000,13.39
1662847200000,13.44
1662847800000,13.41
1662848400000,13.59
1662849000000,13.47
1662849600000,13.5
1662850200000,13.49
1662850800000,13.25
1662851400000,13.11
1662852000000,12.99
1662852600000,13.03
1662853200000,13.08
1662853800000,13.06
1662854400000,12.98
1662855000000,12.93
1662855600000,13.03
1662856200000,13.29
1662856800000,13.5
1662857400000,13.59
1662858000000,13.64
1662858600000,13.78
1662859200000,13.73
1662859800000,13.69
1662860400000,13.7
1662861000000,13.66
1662861600000,13.78
1662862200000,13.83
1662862800000,13.85
1662863400000,13.84
1662864000000,13.66
1662864600000,13.6
1662865200000,13.48
1662865800000,13.45
1662866400000,13.5
1662867000000,13.45
1662867600000,13.34
1662868200000,13.32
1662868800000,13.33
1662869400000,13.3
1662870000000,13.15
1662870600000,12.94
1662871200000,12.72
1662871800000,12.74
1662872400000,12.77
1662873000000,12.91
1662873600000,12.97
1662874200000,12.81
1662874800000,12.72
1662875400000,12.6
1662876000000,12.69
1662876600000,12.85
1662877200000,13.06
1662877800000,13.45
1662878400000,13.69
1662879000000,13.94
1662879600000,14.25
1662880200000,14.61
1662880800000,15.05
1662881400000,15.3
1662882000000,15.5
1662882600000,15.52
1662883200000,15.67
1662883800000,16.01
1662884400000,16.27
1662885000000,16.46
1662885600000,16.79
1662886200000,16.97
1662886800000,17.18
1662887400000,17.56
1662888000000,17.68
1662888600000,18.04
1662889200000,18.04
1662889800000,18.19
1662890400000,18.3
1662891000000,18.46
1662891600000,18.7
1662892200000,18.89
1662892800000,18.54
1662893400000,18.86
1662894000000,18.96
1662894600000,19.23
1662895200000,19.62
1662895800000,19.68
1662896400000,19.96
1662897000000,20
1662897600000,19.74
1662898200000,19.49
1662898800000,19.56
1662899400000,19.63
1662900000000,19.58
1662900600000,19.5
1662901200000,19.41
1662901800000,19.47
1662902400000,19.75
1662903000000,19.76
1662903600000,19.68
1662904200000,19.72
1662904800000,20.08
1662905400000,19.84
1662906000000,19.54
1662906600000,19.33
1662907200000,19.27
1662907800000,19.18
1662908400000,19.08
1662909000000,19.11
1662909600000,18.96
1662910200000,18.81
1662910800000,18.65
1662911400000,18.42
1662912000000,18.3
1662912600000,18.27
1662913200000,18.17
1662913800000,17.69
1662914400000,17.25
1662915000000,17.02
1662915600000,16.97
1662916200000,16.94
1662916800000,16.86
1662917400000,16.84
1662918000000,16.85
1662918600000,16.87
1662919200000,17.02
1662919800000,17.09
1662920400000,17.12
1662921000000,16.96
1662921600000,16.8
1662922200000,16.8
1662922800000,16.82
1662923400000,16.54
1662924000000,16.15
1662924600000,15.96
1662925200000,15.79
1662925800000,15.71
1662926400000,15.6
1662927000000,15.54
1662927600000,15.51
1662928200000,15.5
1662928800000,15.5
1662929400000,15.49
1662930000000,15.57
1662930600000,15.53
1662931200000,15.51
1662931800000,15.46
1662932400000,15.46
1662933000000,15.47
1662933600000,15.4
1662934200000,15.42
1662934800000,15.45
1662935400000,15.45
1662936000000,15.5
1662936600000,15.48
1662937200000,15.5
1662937800000,15.48
1662938400000,15.52
1662939000000,15.48
1662939600000,15.47
1662940200000,15.45
1662940800000,15.48
1662941400000,15.49
1662942000000,15.52
1662942600000,15.47
1662943200000,15.47
1662943800000,15.47
1662944400000,15.46
1662945000000,15.39
1662945600000,15.46
1662946200000,15.43
1662946800000,15.45
1662947400000,15.47
1662948000000,15.43
1662948600000,15.56
1662949200000,15.55
1662949800000,15.61
1662950400000,15.67
1662951000000,15.76
1662951600000,15.91
1662952200000,16.12
1662952800000,16.32
1662953400000,16.4
1662954000000,16.49
1662954600000,16.52
1662955200000,16.46
1662955800000,16.43
1662956400000,16.41
1662957000000,16.45
1662957600000,16.5
1662958200000,16.56
1662958800000,16.56
1662959400000,16.57
1662960000000,16.58
1662960600000,16.58
1662961200000,16.62
1662961800000,16.66
1662962400000,16.61
1662963000000,16.58
1662963600000,16.52
1662964200000,16.57
1662964800000,16.56
1662965400000,16.59
1662966000000,16.6
1662966600000,16.56
1662967200000,16.64
1662967800000,16.65
1662968400000,16.64
1662969000000,16.58
1662969600000,16.57
1662970200000,16.58
1662970800000,16.6
1662971400000,16.61
1662972000000,16.61
1662972600000,16.68
1662973200000,16.71
1662973800000,16.72
1662974400000,16.77
1662975000000,16.82
1662975600000,16.83
1662976200000,16.81
1662976800000,16.68
1662977400000,16.63
1662978000000,16.52
1662978600000,16.56
1662979200000,16.62
1662979800000,16.67
1662980400000,16.72
1662981000000,16.7
1662981600000,16.7
1662982200000,16.82
1662982800000,16.69
1662983400000,16.67
1662984000000,16.67
1662984600000,16.6
1662985200000,16.44
1662985800000,16.32
1662986400000,16.33
1662987000000,16.29
1662987600000,16.26
1662988200000,16.24
1662988800000,16.1
1662989400000,15.77
1662990000000,15.66
1662990600000,15.55
1662991200000,15.58
1662991800000,15.51
1662992400000,15.61
1662993000000,15.55
1662993600000,15.39
1662994200000,15.34
1662994800000,15.34
1662995400000,15.36
1662996000000,15.35
1662996600000,15.38
1662997200000,15.27
1662997800000,15.23
1662998400000,15.29
1662999000000,15.3
1662999600000,15.37
1663000200000,15.34
1663000800000,15.7
1663001400000,15.93
1663002000000,15.91
1663002600000,15.69
1663003200000,15.44
1663003800000,15.2
1663004400000,15.27
1663005000000,15.16
1663005600000,15.03
1663006200000,14.72
1663006800000,14.36
1663007400000,14
1663008000000,13.74
1663008600000,13.47
1663009200000,12.99
1663009800000,12.09
1663010400000,12.35
1663011000000,12.64
1663011600000,12.79
1663012200000,12.58
1663012800000,12.77
1663013400000,12.76
1663014000000,12.53
1663014600000,12.2
1663015200000,11.56
1663015800000,11.41
1663016400000,11.8
1663017000000,11.88
1663017600000,11.91
1663018200000,11.88
1663018800000,11.6
1663019400000,11.34
1663020000000,11.07
1663020600000,11
1663021200000,10.85
1663021800000,10.8
1663022400000,10.85
1663023000000,10.55
1663023600000,10
1663024200000,10.09
1663024800000,10.74
1663025400000,11.12
1663026000000,11.24
1663026600000,11.23
1663027200000,11.29
1663027800000,11.02
1663028400000,9.92
1663029000000,9.94
1663029600000,11.33
1663030200000,11.44
1663030800000,11.21
1663031400000,10.49
1663032000000,9.84
1663032600000,10.57
1663033200000,10.45
1663033800000,10.06
1663034400000,9.96
1663035000000,9.5
1663035600000,9.51
1663036200000,10.1
1663036800000,10.42
1663037400000,10.69
1663038000000,10.75
1663038600000,10.89
1663039200000,11.02
1663039800000,10.79
1663040400000,10.35
1663041000000,10.46
1663041600000,9.92
1663042200000,9.37
1663042800000,9.92
1663043400000,9.63
1663044000000,9.52
1663044600000,9.2
1663045200000,8.44
1663045800000,8.83
1663046400000,9.03
1663047000000,8.9
1663047600000,8.44
1663048200000,8.58
1663048800000,9.12
1663049400000,9.06
1663050000000,8.78
1663050600000,9.16
1663051200000,9.77
1663051800000,10.03
1663052400000,10.08
1663053000000,10.78
1663053600000,11.71
1663054200000,12.46
1663054800000,12.51
1663055400000,12.82
1663056000000,12.93
1663056600000,13.62
1663057200000,14.03
1663057800000,14.27
1663058400000,14.58
1663059000000,14.58
1663059600000,14.57
1663060200000,14.58
1663060800000,14.77
1663061400000,14.87
1663062000000,14.98
1663062600000,14.93
1663063200000,15.13
1663063800000,15.27
1663064400000,15.34
1663065000000,15.28
1663065600000,15.64
1663066200000,15.74
1663066800000,15.79
1663067400000,16.1
1663068000000,16.03
1663068600000,16.29
1663069200000,16.54
1663069800000,16.17
1663070400000,15.89
1663071000000,15.88
1663071600000,16.14
1663072200000,15.94
1663072800000,15.8
1663073400000,16.03
1663074000000,16.02
1663074600000,16.15
1663075200000,16.66
1663075800000,16.32
1663076400000,16.16
1663077000000,16.11
1663077600000,16.18
1663078200000,16.3
1663078800000,16.28
1663079400000,16.16
1663080000000,16.26
1663080600000,16.12
1663081200000,16.25
1663081800000,16.23
1663082400000,16.22
1663083000000,16.48
1663083600000,16.62
1663084200000,16.32
1663084800000,16.73
1663085400000,16.64
1663086000000,16.59
1663086600000,16.26
1663087200000,15.95
1663087800000,16.13
1663088400000,16.21
1663089000000,15.86
1663089600000,15.66
1663090200000,15.77
1663090800000,15.58
1663091400000,15.36
1663092000000,15.38
1663092600000,15.25
1663093200000,14.91
1663093800000,14.43
1663094400000,13.87
1663095000000,13.52
1663095600000,13.1
1663096200000,12.78
1663096800000,12.53
1663097400000,12.33
1663098000000,11.98
1663098600000,11.6
1663099200000,11.56
1663099800000,11.41
1663100400000,11.07
1663101000000,10.76
1663101600000,10.76
1663102200000,10.7
1663102800000,10.79
1663103400000,10.9
1663104000000,11.11
1663104600000,10.8
1663105200000,10.94
1663105800000,10.92
1663106400000,10.55
1663107000000,10.99
1663107600000,11.39
1663108200000,11.67
1663108800000,11.65
1663109400000,11.38
1663110000000,11.24
1663110600000,11.1
1663111200000,11.08
1663111800000,10.94
1663112400000,10.47
1663113000000,9.63
1663113600000,9.85
1663114200000,10.15
1663114800000,10.11
1663115400000,10.13
1663116000000,10.21
1663116600000,10.34
1663117200000,10.56
1663117800000,9.94
1663118400000,9.94
1663119000000,9.86
1663119600000,9.64
1663120200000,9.7
1663120800000,9.42
1663121400000,9.33
1663122000000,8.84
1663122600000,8.89
1663123200000,9.23
1663123800000,9.36
1663124400000,9.4
1663125000000,9.28
1663125600000,9.88
1663126200000,9.79
1663126800000,9.83
1663127400000,10.26
1663128000000,10.38
1663128600000,10.47
1663129200000,10.75
1663129800000,10.93
1663130400000,11.05
1663131000000,11.02
1663131600000,11.03
1663132200000,11.05
1663132800000,11.13
1663133400000,11.14
1663134000000,10.96
1663134600000,10.49
1663135200000,10.37
1663135800000,10.56
1663136400000,10.63
1663137000000,10.67
1663137600000,10.8
1663138200000,10.96
1663138800000,10.97
1663139400000,11.05
1663140000000,11.12
1663140600000,11.07
1663141200000,11.12
1663141800000,11.11
1663142400000,11.12
1663143000000,11.31
1663143600000,11.51
1663144200000,11.71
1663144800000,11.88
1663145400000,12.13
1663146000000,12.38
1663146600000,12.43
1663147200000,12.44
1663147800000,12.5
1663148400000,12.62
1663149000000,12.89
1663149600000,13.11
1663150200000,13.22
1663150800000,13.32
1663151400000,13.41
1663152000000,13.34
1663152600000,13.73
1663153200000,13.65
1663153800000,13.97
1663154400000,14.43
1663155000000,14.82
1663155600000,15.06
1663156200000,15.08
1663156800000,15.07
1663157400000,14.84
1663158000000,15.14
1663158600000,15.07
1663159200000,15.05
1663159800000,15.17
1663160400000,15.09
1663161000000,14.86
1663161600000,14.94
1663162200000,14.82
1663162800000,14.93
1663163400000,14.92
1663164000000,15.21
1663164600000,15.34
1663165200000,15.41
1663165800000,15.49
1663166400000,15.74
1663167000000,15.8
1663167600000,16.47
1663168200000,16.23
1663168800000,16.13
1663169400000,16.52
1663170000000,16.94
1663170600000,17.09
1663171200000,16.58
1663171800000,16.4
1663172400000,16.17
1663173000000,16.06
1663173600000,16.08
1663174200000,16.14
1663174800000,16.03
1663175400000,15.97
1663176000000,15.83
1663176600000,15.76
1663177200000,15.64
1663177800000,15.55
1663178400000,15.52
1663179000000,15.43
1663179600000,15.35
1663180200000,15.36
1663180800000,15.13
1663181400000,15.01
1663182000000,14.92
1663182600000,14.89
1663183200000,14.82
1663183800000,14.87
1663184400000,14.71
1663185000000,14.49
1663185600000,14.31
1663186200000,14.1
1663186800000,13.92
1663187400000,13.74
1663188000000,13.54
1663188600000,13.41
1663189200000,13.35
1663189800000,13.29
1663190400000,13.2
1663191000000,13.1
1663191600000,13.04
1663192200000,12.97
1663192800000,12.93
1663193400000,12.8
1663194000000,12.75
1663194600000,12.61
1663195200000,12.34
1663195800000,12.01
1663196400000,11.72
1663197000000,11.47
1663197600000,11.47
1663198200000,11.38
1663198800000,11.25
1663199400000,10.98
1663200000000,10.75
1663200600000,10.71
1663201200000,10.65
1663201800000,10.6
1663202400000,10.58
1663203000000,10.53
1663203600000,10.43
1663204200000,10.26
1663204800000,10.21
1663205400000,10.15
1663206000000,9.89
1663206600000,10.03
1663207200000,9.45
1663207800000,9.21
1663208400000,9.02
1663209000000,9.4
1663209600000,9.8
1663210200000,10.24
1663210800000,9.96
1663211400000,9.81
1663212000000,9.96
1663212600000,10.26
1663213200000,10.38
1663213800000,10.33
1663214400000,10.16
1663215000000,10.24
1663215600000,10.37
1663216200000,10.58
1663216800000,10.45
1663217400000,10.43
1663218000000,10.48
1663218600000,10.34
1663219200000,10.27
1663219800000,10.38
1663220400000,10.59
1663221000000,10.7
1663221600000,10.71
1663222200000,10.8
1663222800000,10.87
1663223400000,10.97
1663224000000,11
1663224600000,11
1663225200000,11.02
1663225800000,11.09
1663226400000,11.18
1663227000000,11.36
1663227600000,11.47
1663228200000,11.69
1663228800000,11.82
1663229400000,11.92
1663230000000,12.05
1663230600000,12.12
1663231200000,12.29
1663231800000,12.52
1663232400000,12.81
1663233000000,12.86
1663233600000,13.08
1663234200000,13.44
1663234800000,13.58
1663235400000,13.44
1663236000000,13.41
1663236600000,13.52
1663237200000,14.28
1663237800000,14.5
1663238400000,14.35
1663239000000,14.59
1663239600000,14.4
1663240200000,14.58
1663240800000,14.28
1663241400000,14.26
1663242000000,14.5
1663242600000,14.9
1663243200000,15.65
1663243800000,14.93
1663244400000,15.19
1663245000000,15.22
1663245600000,15.02
1663246200000,14.71
1663246800000,14.95
1663247400000,14.83
1663248000000,15.78
1663248600000,15.94
1663249200000,15.48
1663249800000,14.93
1663250400000,14.9
1663251000000,15.17
1663251600000,15.71
1663252200000,15.48
1663252800000,15.45
1663253400000,14.97
1663254000000,14.97
1663254600000,14.58
1663255200000,14.41
1663255800000,14.33
1663256400000,14.2
1663257000000,14.19
1663257600000,14.2
1663258200000,14.35
1663258800000,14.26
1663259400000,14.62
1663260000000,15.34
1663260600000,15.32
1663261200000,15.11
1663261800000,15.14
1663262400000,14.96
1663263000000,14.49
1663263600000,14.18
1663264200000,14.05
1663264800000,13.86
1663265400000,13.57
1663266000000,13.41
1663266600000,13.3
1663267200000,13.08
1663267800000,12.88
1663268400000,12.58
1663269000000,12.36
1663269600000,12.18
1663270200000,12.02
1663270800000,11.8
1663271400000,11.64
1663272000000,11.39
1663272600000,11.25
1663273200000,10.99
1663273800000,10.43
1663274400000,10.46
1663275000000,10.57
1663275600000,10.56
1663276200000,9.79
1663276800000,9.71
1663277400000,9.79
1663278000000,9.77
1663278600000,9.77
1663279200000,9.44
1663279800000,9.07
1663280400000,9.2
1663281000000,9.43
1663281600000,9.59
1663282200000,9.14
1663282800000,8.35
1663283400000,8.32
1663284000000,8.7
1663284600000,9.06
1663285200000,9.34
1663285800000,9.27
1663286400000,8.67
1663287000000,8.6
1663287600000,8.59
1663288200000,8.73
1663288800000,8.63
1663289400000,8.37
1663290000000,8.16
1663290600000,8.15
1663291200000,7.839
1663291800000,7.615
1663292400000,7.587
1663293000000,7.439
1663293600000,7.598
1663294200000,7.798
1663294800000,7.869
1663295400000,7.665
1663296000000,7.846
1663296600000,7.988
1663297200000,8.04
1663297800000,7.978
1663298400000,8.1
1663299000000,8.21
1663299600000,8.45
1663300200000,8.49
1663300800000,8.32
1663301400000,8.25
1663302000000,8.33
1663302600000,8.17
1663303200000,8.15
1663303800000,7.996
1663304400000,7.55
1663305000000,7.161
1663305600000,7.086
1663306200000,6.934
1663306800000,6.929
1663307400000,6.858
1663308000000,6.692
1663308600000,6.716
1663309200000,6.973
1663309800000,7.134
1663310400000,7.514
1663311000000,7.794
1663311600000,8.22
1663312200000,8.45
1663312800000,8.71
1663313400000,9.15
1663314000000,9.2
1663314600000,9.36
1663315200000,9.55
1663315800000,10.03
1663316400000,10.46
1663317000000,10.63
1663317600000,11.14
1663318200000,11.49
1663318800000,11.69
1663319400000,11.53
1663320000000,11.71
1663320600000,11.42
1663321200000,11.73
1663321800000,12.52
1663322400000,11.85
1663323000000,11.77
1663323600000,12.58
1663324200000,13.13
1663324800000,13.38
1663325400000,13.17
1663326000000,12.31
1663326600000,12.42
1663327200000,13.14
1663327800000,13.68
1663328400000,13.82
1663329000000,13.76
1663329600000,13.68
1663330200000,13.95
1663330800000,13.89
1663331400000,13.56
1663332000000,14.09
1663332600000,13.77
1663333200000,13.81
1663333800000,13.75
1663334400000,14.05
1663335000000,14.14
1663335600000,14
1663336200000,14.65
1663336800000,14.51
1663337400000,14.34
1663338000000,14.62
1663338600000,14.41
1663339200000,14.4
1663339800000,14.49
1663340400000,14.54
1663341000000,14.69
1663341600000,14.64
1663342200000,14.59
1663342800000,14.38
1663343400000,14.45
1663344000000,14.13
1663344600000,13.76
1663345200000,13.42
1663345800000,13.43
1663346400000,13.41
1663347000000,13.16
1663347600000,12.88
1663348200000,13.2
1663348800000,13.58
1663349400000,13.67
1663350000000,13.56
1663350600000,13.19
1663351200000,13.08
1663351800000,12.74
1663352400000,12.26
1663353000000,11.98
1663353600000,11.78
1663354200000,11.19
1663354800000,10.61
1663355400000,10.2
1663356000000,9.76
1663356600000,9.25
1663357200000,8.99
1663357800000,9.33
1663358400000,8.88
